case,engine,trials,records_per_second_median,records_per_second_min,records_per_second_max,mib_per_second_median,trial_p99_us_median,elapsed_seconds_min,batches_min,node_rss_mib_peak,verdict
smoke-r1,fjall,1,4235.226042616698,4235.226042616698,4235.226042616698,4.135962932242869,8093.875,0.060445416,16,8.390625,VERIFIED
smoke-r1,redb,1,1668.0689414196668,1668.0689414196668,1668.0689414196668,1.6289735756051433,23536.5,0.153470875,16,9.234375,VERIFIED
smoke-r1,rocksdb,1,3978.2542407180104,3978.2542407180104,3978.2542407180104,3.885013906951182,8328.125,0.064349834,16,10.359375,VERIFIED
smoke-r1,segment,1,1526.6784889229723,1526.6784889229723,1526.6784889229723,1.4908969618388401,26242.708,0.167684291,16,7.28125,VERIFIED
smoke-r3,fjall,1,2486.3531746971375,2486.3531746971375,2486.3531746971375,2.4280792721651734,16225.957999999999,0.102962042,16,25.234375,VERIFIED
smoke-r3,redb,1,786.5497945026517,786.5497945026517,786.5497945026517,0.7681150336939958,47956.541,0.325472083,16,28.21875,VERIFIED
smoke-r3,rocksdb,1,1417.0790754258717,1417.0790754258717,1417.0790754258717,1.3838662845955778,25790.541,0.180653292,16,32.40625,VERIFIED
smoke-r3,segment,1,460.1529559210316,460.1529559210316,460.1529559210316,0.4493681210166324,74066.5,0.55633675,16,22.125,VERIFIED
