case,engine,trials,records_per_second_median,records_per_second_min,records_per_second_max,mib_per_second_median,trial_p99_us_median,elapsed_seconds_min,batches_min,node_rss_mib_peak,verdict
smoke-r1,fjall,1,4206.424221957758,4206.424221957758,4206.424221957758,4.107836154255623,8734.208,0.060859292,16,8.390625,VERIFIED
smoke-r1,redb,1,1646.0583377735113,1646.0583377735113,1646.0583377735113,1.6074788454819446,20343.458,0.155523042,16,9.28125,VERIFIED
smoke-r1,rocksdb,1,4010.3208112528096,4010.3208112528096,4010.3208112528096,3.916328917239072,8097.7080000000005,0.063835292,16,10.21875,VERIFIED
smoke-r1,segment,1,1316.3916470836268,1316.3916470836268,1316.3916470836268,1.2855387178551043,27215.709000000003,0.194471,16,7.234375,VERIFIED
smoke-r3,fjall,1,2252.2993138625284,2252.2993138625284,2252.2993138625284,2.1995110486938754,16336.084,0.113661625,16,25.21875,VERIFIED
smoke-r3,redb,1,743.243848815921,743.243848815921,743.243848815921,0.7258240711092978,47038.0,0.344436083,16,28.1875,VERIFIED
smoke-r3,rocksdb,1,1408.8366460953034,1408.8366460953034,1408.8366460953034,1.3758170372024447,28900.709,0.181710208,16,32.59375,VERIFIED
smoke-r3,segment,1,485.38711470091704,485.38711470091704,485.38711470091704,0.4740108542001143,75981.542,0.527414083,16,22.0,VERIFIED
