case,engine,trials,records_per_second_median,records_per_second_min,records_per_second_max,mib_per_second_median,trial_p99_us_median,elapsed_seconds_min,batches_min,node_rss_mib_peak,verdict
smoke-r1,fjall,1,3925.472271498911,3925.472271498911,3925.472271498911,3.8334690151356554,8980.708,0.065215083,16,8.375,VERIFIED
smoke-r1,redb,1,1640.8810120902804,1640.8810120902804,1640.8810120902804,1.6024228633694144,20325.916999999998,0.15601375,16,9.21875,VERIFIED
smoke-r1,rocksdb,1,4002.6292896557256,4002.6292896557256,4002.6292896557256,3.9088176656794196,8054.459,0.063957959,16,10.25,VERIFIED
smoke-r1,segment,1,1349.2108607974778,1349.2108607974778,1349.2108607974778,1.317588731247537,24444.166,0.189740542,16,7.21875,VERIFIED
smoke-r3,fjall,1,1979.6282488589745,1979.6282488589745,1979.6282488589745,1.9332307117763423,20175.541,0.129317209,16,27.0625,VERIFIED
smoke-r3,redb,1,740.3741419992776,740.3741419992776,740.3741419992776,0.7230216230461696,51463.916,0.345771125,16,27.890625,VERIFIED
smoke-r3,rocksdb,1,1469.601910216118,1469.601910216118,1469.601910216118,1.4351581154454278,33604.917,0.174196834,16,32.5625,VERIFIED
smoke-r3,segment,1,447.6350096040441,447.6350096040441,447.6350096040441,0.43714356406644933,106311.75,0.5718945,16,22.03125,VERIFIED
