case,engine,trials,records_per_second_median,records_per_second_min,records_per_second_max,mib_per_second_median,trial_p99_us_median,elapsed_seconds_min,batches_min,node_rss_mib_peak,verdict
smoke-r1,fjall,1,6500.521133575095,6500.521133575095,6500.521133575095,6.348165169506928,7836.875,0.039381458,16,8.328125,VERIFIED
smoke-r1,redb,1,1654.3733051357467,1654.3733051357467,1654.3733051357467,1.6155989307966276,20360.209,0.154741375,16,9.296875,VERIFIED
smoke-r1,rocksdb,1,4242.630960198371,4242.630960198371,4242.630960198371,4.143194297068722,8187.083,0.060339917,16,10.3125,VERIFIED
smoke-r1,segment,1,1303.670304998302,1303.670304998302,1303.670304998302,1.2731155322249044,28319.0,0.196368667,16,7.203125,VERIFIED
smoke-r3,fjall,1,2045.2933896269446,2045.2933896269446,2045.2933896269446,1.9973568258075631,17167.125,0.125165417,16,27.078125,VERIFIED
smoke-r3,redb,1,751.8178721204788,751.8178721204788,751.8178721204788,0.7341971407426551,53034.291999999994,0.2128175,10,27.09375,VERIFIED
smoke-r3,rocksdb,1,1451.1275380008071,1451.1275380008071,1451.1275380008071,1.4171167363289132,28263.833,0.176414542,16,32.3125,VERIFIED
smoke-r3,segment,1,498.7157096422591,498.7157096422591,498.7157096422591,0.4870270601975187,71990.791,0.25665925,8,21.75,VERIFIED
