case,engine,trials,records_per_second_median,records_per_second_min,records_per_second_max,mib_per_second_median,trial_p99_us_median,elapsed_seconds_min,batches_min,node_rss_mib_peak,verdict
smoke-r1,fjall,1,4136.691208395208,4136.691208395208,4136.691208395208,4.039737508198446,8328.0,0.061885209,16,8.390625,VERIFIED
smoke-r1,redb,1,1760.2012273044313,1760.2012273044313,1760.2012273044313,1.7189465110394837,20476.083,0.145437917,16,9.375,VERIFIED
smoke-r1,rocksdb,1,3959.888127591803,3959.888127591803,3959.888127591803,3.86707824960137,8970.542,0.064648291,16,10.328125,VERIFIED
smoke-r1,segment,1,1307.1845364154294,1307.1845364154294,1307.1845364154294,1.2765473988431928,26014.959,0.19584075,16,7.25,VERIFIED
smoke-r3,fjall,1,2000.2155075942599,2000.2155075942599,2000.2155075942599,1.9533354566350194,19574.334,0.127986209,16,26.984375,VERIFIED
smoke-r3,redb,1,750.7924019914499,750.7924019914499,750.7924019914499,0.7331957050697753,48177.625,0.340973083,16,28.109375,VERIFIED
smoke-r3,rocksdb,1,1500.1919220138357,1500.1919220138357,1500.1919220138357,1.4650311738416364,26063.709000000003,0.170644833,16,32.1875,VERIFIED
smoke-r3,segment,1,468.067104550147,468.067104550147,468.067104550147,0.45709678178725294,74189.458,0.546930125,16,21.9375,VERIFIED
